global_step,phase,run,epoch,loss,lr
192333,finetune,ft-25,,0.109006,3.7057430048577116e-06
192383,finetune,ft-25,,0.108991,3.7112537778627296e-06
192433,finetune,ft-25,,0.10899,3.7167663416487784e-06
192483,finetune,ft-25,,0.10898,3.72228068884194e-06
192533,finetune,ft-25,,0.108957,3.7277968120659267e-06
192583,finetune,ft-25,,0.108924,3.733314703942055e-06
192633,finetune,ft-25,,0.108913,3.7388343570892973e-06
192683,finetune,ft-25,,0.108935,3.744355764124255e-06
192733,finetune,ft-25,,0.108908,3.749878917661185e-06
192783,finetune,ft-25,,0.108895,3.7554038103120314e-06
192833,finetune,ft-25,,0.108897,3.7609304346863664e-06
192883,finetune,ft-25,,0.10891,3.7664587833914838e-06
192933,finetune,ft-25,,0.108882,3.7719888490323526e-06
192983,finetune,ft-25,,0.10889,3.7775206242116597e-06
193033,finetune,ft-25,,0.108912,3.7830541015297925e-06
193083,finetune,ft-25,,0.108914,3.7885892735848627e-06
193133,finetune,ft-25,,0.108891,3.7941261329727175e-06
193183,finetune,ft-25,,0.108884,3.799664672286955e-06
193233,finetune,ft-25,,0.108901,3.8052048841189073e-06
193283,finetune,ft-25,,0.108889,3.810746761057698e-06
193333,finetune,ft-25,,0.108866,3.8162902956901915e-06
193383,finetune,ft-25,,0.108865,3.821835480601052e-06
193433,finetune,ft-25,,0.108858,3.827382308372738e-06
193483,finetune,ft-25,,0.108832,3.832930771585494e-06
193533,finetune,ft-25,,0.108813,3.838480862817405e-06
193583,finetune,ft-25,,0.108806,3.8440325746443445e-06
193633,finetune,ft-25,,0.108795,3.849585899640053e-06
193683,finetune,ft-25,,0.108784,3.855140830376076e-06
193733,finetune,ft-25,,0.108766,3.860697359421845e-06
193783,finetune,ft-25,,0.108754,3.866255479344632e-06
193833,finetune,ft-25,,0.108717,3.8718151827095885e-06
193883,finetune,ft-25,,0.108709,3.877376462079752e-06
193933,finetune,ft-25,,0.108717,3.8829393100160456e-06
193983,finetune,ft-25,,0.10871,3.888503719077289e-06
194033,finetune,ft-25,,0.108711,3.89406968182024e-06
194083,finetune,ft-25,,0.108681,3.89963719079954e-06
194133,finetune,ft-25,,0.108702,3.905206238567779e-06
194183,finetune,ft-25,,0.108692,3.910776817675508e-06
194233,finetune,ft-25,,0.108702,3.916348920671191e-06
194283,finetune,ft-25,,0.108721,3.921922540101288e-06
194333,finetune,ft-25,,0.108713,3.927497668510205e-06
194383,finetune,ft-25,,0.108718,3.9330742984403566e-06
194433,finetune,ft-25,,0.108686,3.938652422432126e-06
194483,finetune,ft-25,,0.108691,3.944232033023914e-06
194533,finetune,ft-25,,0.108686,3.949813122752116e-06
194583,finetune,ft-25,,0.108686,3.95539568415116e-06
194633,finetune,ft-25,,0.108683,3.960979709753502e-06
194683,finetune,ft-25,,0.108661,3.966565192089647e-06
194733,finetune,ft-25,,0.10865,3.972152123688139e-06
194783,finetune,ft-25,,0.108647,3.97774049707559e-06
194833,finetune,ft-25,,0.108647,3.983330304776685e-06
194883,finetune,ft-25,,0.108631,3.988921539314178e-06
194933,finetune,ft-25,,0.108622,3.994514193208937e-06
194983,finetune,ft-25,,0.108628,4.000108258979913e-06
195033,finetune,ft-25,,0.108634,4.00570372914418e-06
195083,finetune,ft-25,,0.108633,4.011300596216912e-06
195133,finetune,ft-25,,0.10863,4.016898852711442e-06
195183,finetune,ft-25,,0.108619,4.022498491139227e-06
195233,finetune,ft-25,,0.108621,4.028099504009895e-06
195283,finetune,ft-25,,0.108627,4.0337018838312055e-06
195333,finetune,ft-25,,0.108599,4.0393056231091065e-06
195383,finetune,ft-25,,0.108567,4.0449107143477304e-06
195433,finetune,ft-25,,0.108543,4.050517150049392e-06
195483,finetune,ft-25,,0.108535,4.056124922714617e-06
195533,finetune,ft-25,,0.108535,4.061734024842139e-06
195583,finetune,ft-25,,0.108528,4.067344448928909e-06
195633,finetune,ft-25,,0.108511,4.072956187470112e-06
195683,finetune,ft-25,,0.108492,4.078569232959183e-06
195733,finetune,ft-25,,0.108481,4.084183577887794e-06
195783,finetune,ft-25,,0.108488,4.089799214745897e-06
195833,finetune,ft-25,,0.108476,4.095416136021694e-06
195883,finetune,ft-25,,0.108496,4.10103433420169e-06
195933,finetune,ft-25,,0.108484,4.106653801770664e-06
195983,finetune,ft-25,,0.108464,4.112274531211705e-06
196033,finetune,ft-25,,0.108462,4.117896515006226e-06
196083,finetune,ft-25,,0.108478,4.123519745633936e-06
196133,finetune,ft-25,,0.108476,4.1291442155728916e-06
196183,finetune,ft-25,,0.108469,4.134769917299499e-06
196233,finetune,ft-25,,0.108456,4.140396843288511e-06
196283,finetune,ft-25,,0.108437,4.146024986013024e-06
196333,finetune,ft-25,,0.108437,4.1516543379445445e-06
196383,finetune,ft-25,,0.10845,4.157284891552917e-06
196433,finetune,ft-25,,0.108427,4.162916639306415e-06
196483,finetune,ft-25,,0.108433,4.168549573671692e-06
196533,finetune,ft-25,,0.108426,4.174183687113838e-06
196583,finetune,ft-25,,0.108433,4.179818972096335e-06
196633,finetune,ft-25,,0.108413,4.185455421081123e-06
196683,finetune,ft-25,,0.108395,4.1910930265285675e-06
196733,finetune,ft-25,,0.108367,4.196731780897508e-06
196783,finetune,ft-25,,0.108361,4.2023716766452315e-06
196833,finetune,ft-25,,0.108362,4.208012706227491e-06
196883,finetune,ft-25,,0.108335,4.213654862098543e-06
196933,finetune,ft-25,,0.108313,4.219298136711134e-06
196983,finetune,ft-25,,0.108307,4.2249425225164875e-06
197033,finetune,ft-25,,0.108303,4.230588011964378e-06
197083,finetune,ft-25,,0.108291,4.236234597503077e-06
197133,finetune,ft-25,,0.108278,4.241882271579401e-06
197183,finetune,ft-25,,0.108276,4.247531026638712e-06
197233,finetune,ft-25,,0.108289,4.253180855124923e-06
197283,finetune,ft-25,,0.108298,4.258831749480507e-06
197333,finetune,ft-25,,0.108298,4.264483702146512e-06
197383,finetune,ft-25,,0.108305,4.270136705562585e-06
197439,finetune,ft-25,,0.106368,4.276469307502575e-06
197489,finetune,ft-25,,0.106979,4.282124513498751e-06
197539,finetune,ft-25,,0.106117,4.287780746647672e-06
197589,finetune,ft-25,,0.106418,4.293437999383232e-06
197639,finetune,ft-25,,0.106657,4.299096264137988e-06
197689,finetune,ft-25,,0.107315,4.304755533343121e-06
197739,finetune,ft-25,,0.107416,4.310415799428483e-06
197789,finetune,ft-25,,0.106805,4.3160770548225885e-06
197839,finetune,ft-25,,0.106583,4.321739291952638e-06
197889,finetune,ft-25,,0.106676,4.327402503244503e-06
197939,finetune,ft-25,,0.106792,4.333066681122757e-06
197989,finetune,ft-25,,0.106753,4.338731818010679e-06
198039,finetune,ft-25,,0.106661,4.34439790633027e-06
198089,finetune,ft-25,,0.106728,4.350064938502259e-06
198139,finetune,ft-25,,0.10674,4.355732906946109e-06
198189,finetune,ft-25,,0.106531,4.361401804080038e-06
198239,finetune,ft-25,,0.106448,4.3670716223210025e-06
198289,finetune,ft-25,,0.106528,4.372742354084753e-06
198339,finetune,ft-25,,0.106495,4.378413991785792e-06
198389,finetune,ft-25,,0.106392,4.384086527837438e-06
198439,finetune,ft-25,,0.10636,4.389759954651783e-06
198489,finetune,ft-25,,0.106277,4.395434264639738e-06
198539,finetune,ft-25,,0.106356,4.401109450211026e-06
198589,finetune,ft-25,,0.106344,4.406785503774222e-06
198639,finetune,ft-25,,0.106386,4.412462417736704e-06
198689,finetune,ft-25,,0.106411,4.418140184504729e-06
198739,finetune,ft-25,,0.106377,4.423818796483402e-06
198789,finetune,ft-25,,0.106383,4.42949824607669e-06
198839,finetune,ft-25,,0.106419,4.435178525687455e-06
198889,finetune,ft-25,,0.106369,4.440859627717439e-06
198939,finetune,ft-25,,0.106452,4.446541544567292e-06
198989,finetune,ft-25,,0.106562,4.452224268636545e-06
199067,finetune,ft-26,,0.105836,4.461090912027869e-06
199117,finetune,ft-26,,0.107162,4.4667756679376546e-06
199167,finetune,ft-26,,0.106818,4.472461204000584e-06
199217,finetune,ft-26,,0.106798,4.478147512611345e-06
199267,finetune,ft-26,,0.106717,4.483834586163624e-06
199317,finetune,ft-26,,0.106856,4.489522417050084e-06
199367,finetune,ft-26,,0.106665,4.49521099766237e-06
199417,finetune,ft-26,,0.10676,4.5009003203911165e-06
199467,finetune,ft-26,,0.106488,4.506590377625965e-06
199517,finetune,ft-26,,0.106427,4.512281161755587e-06
199567,finetune,ft-26,,0.106354,4.51797266516767e-06
199617,finetune,ft-26,,0.106675,4.523664880248948e-06
199667,finetune,ft-26,,0.106962,4.529357799385203e-06
199717,finetune,ft-26,,0.106884,4.535051414961259e-06
199767,finetune,ft-26,,0.106924,4.540745719361021e-06
199817,finetune,ft-26,,0.106921,4.54644070496749e-06
199867,finetune,ft-26,,0.106916,4.552136364162722e-06
199917,finetune,ft-26,,0.1066,4.557832689327896e-06
199967,finetune,ft-26,,0.106563,4.563529672843291e-06
200017,finetune,ft-26,,0.10663,4.569227307088307e-06
200067,finetune,ft-26,,0.106736,4.57492558444146e-06
200117,finetune,ft-26,,0.106729,4.580624497280438e-06
200167,finetune,ft-26,,0.10655,4.586324037982041e-06
200217,finetune,ft-26,,0.106522,4.592024198922264e-06
200267,finetune,ft-26,,0.106457,4.597724972476253e-06
200317,finetune,ft-26,,0.106451,4.6034263510183275e-06
200367,finetune,ft-26,,0.106447,4.609128326922026e-06
200417,finetune,ft-26,,0.106493,4.614830892560053e-06
200467,finetune,ft-26,,0.10636,4.620534040304352e-06
200517,finetune,ft-26,,0.106486,4.626237762526067e-06
200567,finetune,ft-26,,0.106532,4.631942051595596e-06
200617,finetune,ft-26,,0.106575,4.63764689988256e-06
200667,finetune,ft-26,,0.106565,4.643352299755835e-06
200717,finetune,ft-26,,0.106607,4.6490582435835595e-06
200767,finetune,ft-26,,0.106675,4.654764723733159e-06
200817,finetune,ft-26,,0.106643,4.6604717325713195e-06
200867,finetune,ft-26,,0.106636,4.666179262464044e-06
200917,finetune,ft-26,,0.106673,4.6718873057766124e-06
200967,finetune,ft-26,,0.106618,4.677595854873619e-06
201017,finetune,ft-26,,0.106704,4.683304902119013e-06
201067,finetune,ft-26,,0.106613,4.6890144398760505e-06
201117,finetune,ft-26,,0.106628,4.694724460507343e-06
201167,finetune,ft-26,,0.106643,4.700434956374836e-06
201217,finetune,ft-26,,0.106644,4.706145919839868e-06
201267,finetune,ft-26,,0.106562,4.71185734326313e-06
201317,finetune,ft-26,,0.106472,4.717569219004708e-06
201367,finetune,ft-26,,0.106478,4.723281539424087e-06
201417,finetune,ft-26,,0.106502,4.728994296880142e-06
201467,finetune,ft-26,,0.106456,4.734707483731172e-06
201517,finetune,ft-26,,0.106406,4.740421092334915e-06
201567,finetune,ft-26,,0.106385,4.74613511504852e-06
201617,finetune,ft-26,,0.106296,4.751849544228603e-06
201667,finetune,ft-26,,0.106343,4.757564372231222e-06
201717,finetune,ft-26,,0.106371,4.763279591411901e-06
201767,finetune,ft-26,,0.10637,4.768995194125657e-06
201817,finetune,ft-26,,0.106345,4.774711172726974e-06
201867,finetune,ft-26,,0.106367,4.780427519569858e-06
201917,finetune,ft-26,,0.106389,4.786144227007785e-06
201967,finetune,ft-26,,0.106431,4.7918612873937844e-06
202017,finetune,ft-26,,0.106469,4.79757869308039e-06
202067,finetune,ft-26,,0.106424,4.803296436419702e-06
202068,finetune,ft-28,,0.106713,4.803410794678017e-06
202117,finetune,ft-26,,0.106415,4.809014509763334e-06
202118,finetune,ft-28,,0.108626,4.80912887454372e-06
202167,finetune,ft-26,,0.106409,4.814732905462481e-06
202168,finetune,ft-28,,0.108463,4.814847276611956e-06
202218,finetune,ft-28,,0.107566,4.820565993233473e-06
202268,finetune,ft-28,,0.107299,4.826285016758604e-06
202318,finetune,ft-28,,0.107485,4.832004339537256e-06
202368,finetune,ft-28,,0.107676,4.837723953918962e-06
202418,finetune,ft-28,,0.107494,4.843443852252833e-06
202468,finetune,ft-28,,0.107351,4.849164026887627e-06
202518,finetune,ft-28,,0.107142,4.854884470171723e-06
202568,finetune,ft-28,,0.106903,4.860605174453125e-06
202618,finetune,ft-28,,0.106589,4.866326132079527e-06
202668,finetune,ft-28,,0.106613,4.872047335398235e-06
202718,finetune,ft-28,,0.106469,4.877768776756269e-06
202768,finetune,ft-28,,0.106134,4.883490448500296e-06
202818,finetune,ft-28,,0.106255,4.889212342976703e-06
202868,finetune,ft-28,,0.10611,4.8949344525315695e-06
202918,finetune,ft-28,,0.106028,4.900656769510672e-06
202968,finetune,ft-28,,0.106015,4.906379286259527e-06
203018,finetune,ft-28,,0.105955,4.9121019951233836e-06
203068,finetune,ft-28,,0.105947,4.9178248884472285e-06
203118,finetune,ft-28,,0.105902,4.9235479585758105e-06
203168,finetune,ft-28,,0.105901,4.929271197853618e-06
203218,finetune,ft-28,,0.105909,4.93499459862494e-06
203268,finetune,ft-28,,0.106055,4.940718153233843e-06
203318,finetune,ft-28,,0.105985,4.946441854024171e-06
203368,finetune,ft-28,,0.105886,4.9521656933395964e-06
203418,finetune,ft-28,,0.106006,4.957889663523586e-06
203468,finetune,ft-28,,0.105997,4.963613756919444e-06
203518,finetune,ft-28,,0.106052,4.969337965870304e-06
203568,finetune,ft-28,,0.106037,4.975062282719159e-06
203618,finetune,ft-28,,0.106081,4.980786699808828e-06
203668,finetune,ft-28,,0.106123,4.986511209482028e-06
203718,finetune,ft-28,,0.106119,4.992235804081327e-06
203768,finetune,ft-28,,0.106018,4.997960475949197e-06
203818,finetune,ft-28,,0.106108,5.003685217427996e-06
203868,finetune,ft-28,,0.106093,5.00941002086001e-06
203918,finetune,ft-28,,0.106125,5.015134878587397e-06
203968,finetune,ft-28,,0.106116,5.0208597829522875e-06
204018,finetune,ft-28,,0.106175,5.026584726296735e-06
204068,finetune,ft-28,,0.106177,5.032309700962726e-06
204118,finetune,ft-28,,0.106164,5.038034699292238e-06
204168,finetune,ft-28,,0.106186,5.043759713627171e-06
204218,finetune,ft-28,,0.106208,5.049484736309447e-06
204268,finetune,ft-28,,0.10623,5.055209759680953e-06
204318,finetune,ft-28,,0.106228,5.060934776083584e-06
204368,finetune,ft-28,,0.106189,5.066659777859233e-06
204418,finetune,ft-28,,0.106182,5.072384757349829e-06
204468,finetune,ft-28,,0.106093,5.0781097068973145e-06
204518,finetune,ft-28,,0.106128,5.083834618843683e-06
204568,finetune,ft-28,,0.106158,5.089559485530982e-06
204618,finetune,ft-28,,0.10612,5.0952842993013075e-06
204668,finetune,ft-28,,0.106184,5.101009052496832e-06
204718,finetune,ft-28,,0.106217,5.106733737459812e-06
204768,finetune,ft-28,,0.106217,5.112458346532584e-06
204818,finetune,ft-28,,0.10623,5.118182872057602e-06
204868,finetune,ft-28,,0.10623,5.12390730637742e-06
204918,finetune,ft-28,,0.106188,5.1296316418347195e-06
204968,finetune,ft-28,,0.106142,5.135355870772307e-06
205018,finetune,ft-28,,0.106159,5.141079985533145e-06
205068,finetune,ft-28,,0.106247,5.1468039784603415e-06
205118,finetune,ft-28,,0.106288,5.152527841897163e-06
205168,finetune,ft-28,,0.106266,5.158251568187054e-06
205218,finetune,ft-28,,0.106256,5.163975149673638e-06
205268,finetune,ft-28,,0.106189,5.169698578700744e-06
205318,finetune,ft-28,,0.106208,5.175421847612387e-06
205368,finetune,ft-28,,0.106229,5.181144948752808e-06
205418,finetune,ft-28,,0.106208,5.186867874466471e-06
205468,finetune,ft-28,,0.106266,5.192590617098069e-06
205518,finetune,ft-28,,0.106246,5.1983131689925585e-06
205568,finetune,ft-28,,0.106224,5.204035522495127e-06
205618,finetune,ft-28,,0.106209,5.209757669951242e-06
205668,finetune,ft-28,,0.106212,5.215479603706632e-06
205718,finetune,ft-28,,0.106201,5.221201316107335e-06
205768,finetune,ft-28,,0.106273,5.226922799499668e-06
205818,finetune,ft-28,,0.106244,5.232644046230267e-06
205868,finetune,ft-28,,0.106218,5.238365048646057e-06
205918,finetune,ft-28,,0.106221,5.244085799094311e-06
205968,finetune,ft-28,,0.106178,5.249806289922646e-06
206018,finetune,ft-28,,0.106147,5.255526513479017e-06
206068,finetune,ft-28,,0.10615,5.261246462111728e-06
206118,finetune,ft-28,,0.106185,5.266966128169466e-06
206168,finetune,ft-28,,0.10618,5.272685504001294e-06
206218,finetune,ft-28,,0.106166,5.278404581956645e-06
206268,finetune,ft-28,,0.10622,5.2841233543853786e-06
206318,finetune,ft-28,,0.106183,5.289841813637731e-06
206368,finetune,ft-28,,0.10622,5.295559952064389e-06
206418,finetune,ft-28,,0.106242,5.3012777620164434e-06
206468,finetune,ft-28,,0.106222,5.306995235845445e-06
206518,finetune,ft-28,,0.106219,5.312712365903376e-06
206568,finetune,ft-28,,0.106228,5.318429144542697e-06
206618,finetune,ft-28,,0.106192,5.324145564116318e-06
206668,finetune,ft-28,,0.106166,5.329861616977644e-06
206718,finetune,ft-28,,0.106162,5.3355772954805655e-06
206768,finetune,ft-28,,0.106111,5.3412925919794775e-06
206818,finetune,ft-28,,0.106097,5.347007498829286e-06
206868,finetune,ft-28,,0.106095,5.352722008385403e-06
206918,finetune,ft-28,,0.106079,5.358436113003796e-06
206968,finetune,ft-28,,0.106055,5.364149805040953e-06
207018,finetune,ft-28,,0.10602,5.369863076853933e-06
207068,finetune,ft-28,,0.106044,5.375575920800341e-06
207118,finetune,ft-28,,0.106047,5.381288329238364e-06
207168,finetune,ft-28,,0.106048,5.3870002945267646e-06
207218,finetune,ft-28,,0.106041,5.392711809024903e-06
207268,finetune,ft-28,,0.106012,5.3984228650927375e-06
207318,finetune,ft-28,,0.106015,5.404133455090866e-06
207368,finetune,ft-28,,0.106006,5.409843571380455e-06
207418,finetune,ft-28,,0.10599,5.41555320632336e-06
207468,finetune,ft-28,,0.10596,5.421262352282039e-06
207518,finetune,ft-28,,0.105958,5.426971001619634e-06
207568,finetune,ft-28,,0.105938,5.432679146699939e-06
207618,finetune,ft-28,,0.105926,5.43838677988742e-06
207668,finetune,ft-28,,0.105932,5.444093893547237e-06
207718,finetune,ft-28,,0.105934,5.449800480045232e-06
207768,finetune,ft-28,,0.105924,5.455506531747967e-06
207818,finetune,ft-28,,0.105936,5.461212041022698e-06
207868,finetune,ft-28,,0.105954,5.466917000237432e-06
207918,finetune,ft-28,,0.105988,5.472621401760895e-06
207968,finetune,ft-28,,0.105996,5.478325237962569e-06
208018,finetune,ft-28,,0.106009,5.484028501212678e-06
208068,finetune,ft-28,,0.105999,5.489731183882241e-06
208118,finetune,ft-28,,0.105974,5.495433278343002e-06
208168,finetune,ft-28,,0.105949,5.501134776967548e-06
208218,finetune,ft-28,,0.10594,5.506835672129233e-06
208268,finetune,ft-28,,0.105951,5.51253595620222e-06
208318,finetune,ft-28,,0.105947,5.518235621561505e-06
208368,finetune,ft-28,,0.105954,5.523934660582887e-06
208418,finetune,ft-28,,0.10596,5.529633065643024e-06
208468,finetune,ft-28,,0.105974,5.535330829119405e-06
208518,finetune,ft-28,,0.10599,5.541027943390395e-06
208568,finetune,ft-28,,0.10597,5.546724400835218e-06
208618,finetune,ft-28,,0.105958,5.5524201938339694e-06
208668,finetune,ft-28,,0.105952,5.558115314767653e-06
208718,finetune,ft-28,,0.105927,5.563809756018151e-06
208768,finetune,ft-28,,0.105932,5.569503509968263e-06
208818,finetune,ft-28,,0.10594,5.575196569001726e-06
208868,finetune,ft-28,,0.105953,5.580888925503159e-06
208918,finetune,ft-28,,0.105923,5.586580571858171e-06
208968,finetune,ft-28,,0.105911,5.592271500453294e-06
209018,finetune,ft-28,,0.105909,5.597961703676037e-06
209068,finetune,ft-28,,0.105924,5.603651173914865e-06
209118,finetune,ft-28,,0.105917,5.609339903559217e-06
209168,finetune,ft-28,,0.105925,5.615027884999544e-06
209218,finetune,ft-28,,0.105918,5.620715110627283e-06
209268,finetune,ft-28,,0.10591,5.626401572834886e-06
209318,finetune,ft-28,,0.105912,5.632087264015836e-06
209368,finetune,ft-28,,0.105896,5.637772176564623e-06
209418,finetune,ft-28,,0.105901,5.643456302876797e-06
209468,finetune,ft-28,,0.105913,5.649139635348962e-06
209518,finetune,ft-28,,0.105891,5.654822166378775e-06
209568,finetune,ft-28,,0.10587,5.660503888364972e-06
209618,finetune,ft-28,,0.105874,5.666184793707357e-06
209668,finetune,ft-28,,0.105877,5.671864874806851e-06
209718,finetune,ft-28,,0.105895,5.677544124065453e-06
209768,finetune,ft-28,,0.10589,5.683222533886281e-06
209818,finetune,ft-28,,0.105883,5.688900096673586e-06
209868,finetune,ft-28,,0.10591,5.694576804832747e-06
209918,finetune,ft-28,,0.105913,5.700252650770284e-06
209968,finetune,ft-28,,0.1059,5.70592762689387e-06
210018,finetune,ft-28,,0.105874,5.711601725612349e-06
210068,finetune,ft-28,,0.105852,5.71727493933572e-06
210118,finetune,ft-28,,0.105855,5.722947260475191e-06
210168,finetune,ft-28,,0.105869,5.728618681443145e-06
210218,finetune,ft-28,,0.105847,5.734289194653176e-06
210268,finetune,ft-28,,0.105846,5.739958792520088e-06
210318,finetune,ft-28,,0.105835,5.7456274674599265e-06
210368,finetune,ft-28,,0.105835,5.751295211889943e-06
210418,finetune,ft-28,,0.105854,5.756962018228651e-06
210468,finetune,ft-28,,0.105867,5.76262787889583e-06
210518,finetune,ft-28,,0.105891,5.7682927863125e-06
210568,finetune,ft-28,,0.105909,5.773956732900969e-06
210618,finetune,ft-28,,0.105917,5.779619711084822e-06
210668,finetune,ft-28,,0.105907,5.7852817132889555e-06
210718,finetune,ft-28,,0.105891,5.790942731939552e-06
210768,finetune,ft-28,,0.1059,5.796602759464135e-06
210818,finetune,ft-28,,0.105924,5.80226178829152e-06
210868,finetune,ft-28,,0.105935,5.807919810851892e-06
210918,finetune,ft-28,,0.105932,5.813576819576756e-06
210968,finetune,ft-28,,0.105933,5.819232806899e-06
211018,finetune,ft-28,,0.105913,5.824887765252849e-06
211068,finetune,ft-28,,0.105899,5.830541687073922e-06
211118,finetune,ft-28,,0.105881,5.8361945647992115e-06
211168,finetune,ft-28,,0.105884,5.841846390867126e-06
211218,finetune,ft-28,,0.105884,5.847497157717464e-06
211268,finetune,ft-28,,0.105895,5.853146857791455e-06
211318,finetune,ft-28,,0.105895,5.85879548353174e-06
211368,finetune,ft-28,,0.105877,5.864443027382397e-06
211418,finetune,ft-28,,0.105871,5.870089481788979e-06
211468,finetune,ft-28,,0.105881,5.875734839198458e-06
211518,finetune,ft-28,,0.105897,5.881379092059313e-06
211568,finetune,ft-28,,0.1059,5.887022232821461e-06
211618,finetune,ft-28,,0.105889,5.892664253936328e-06
211668,finetune,ft-28,,0.1059,5.898305147856828e-06
211718,finetune,ft-28,,0.105901,5.903944907037405e-06
211768,finetune,ft-28,,0.105904,5.909583523933996e-06
211818,finetune,ft-28,,0.10591,5.91522099100407e-06
211868,finetune,ft-28,,0.105897,5.920857300706645e-06
211918,finetune,ft-28,,0.105877,5.92649244550228e-06
211968,finetune,ft-28,,0.105877,5.9321264178530925e-06
212018,finetune,ft-28,,0.105889,5.937759210222774e-06
212068,finetune,ft-28,,0.105885,5.943390815076587e-06
212118,finetune,ft-28,,0.105901,5.949021224881375e-06
212168,finetune,ft-28,,0.10589,5.954650432105609e-06
212218,finetune,ft-28,,0.105892,5.960278429219342e-06
212268,finetune,ft-28,,0.105877,5.9659052086942496e-06
212318,finetune,ft-28,,0.105881,5.9715307630036365e-06
212368,finetune,ft-28,,0.105881,5.977155084622465e-06
212418,finetune,ft-28,,0.105875,5.982778166027314e-06
212474,finetune,ft-28,,0.10812,5.9890745355317745e-06
212524,finetune,ft-28,,0.104597,5.994694962809154e-06
212574,finetune,ft-28,,0.105087,6.000314126410247e-06
212624,finetune,ft-28,,0.105265,6.005932018818562e-06
212674,finetune,ft-28,,0.106011,6.011548632519274e-06
212724,finetune,ft-28,,0.10545,6.017163959999313e-06
212774,finetune,ft-28,,0.105369,6.0227779937472875e-06
212824,finetune,ft-28,,0.105581,6.028390726253563e-06
212874,finetune,ft-28,,0.105648,6.034002150010239e-06
212924,finetune,ft-28,,0.106117,6.039612257511159e-06
212974,finetune,ft-28,,0.105808,6.045221041251946e-06
213024,finetune,ft-28,,0.105571,6.050828493729963e-06
213074,finetune,ft-28,,0.105629,6.05643460744438e-06
213124,finetune,ft-28,,0.105358,6.062039374896145e-06
213174,finetune,ft-28,,0.105733,6.067642788588017e-06
213224,finetune,ft-28,,0.105508,6.0732448410245556e-06
213274,finetune,ft-28,,0.105505,6.07884552471215e-06
213324,finetune,ft-28,,0.105527,6.084444832159006e-06
213374,finetune,ft-28,,0.105542,6.0900427558751954e-06
213424,finetune,ft-28,,0.105508,6.0956392883726106e-06
213474,finetune,ft-28,,0.105428,6.101234422165023e-06
213524,finetune,ft-28,,0.105318,6.106828149768074e-06
213574,finetune,ft-28,,0.105329,6.112420463699292e-06
213624,finetune,ft-28,,0.105148,6.118011356478081e-06
213674,finetune,ft-28,,0.105152,6.123600820625749e-06
213724,finetune,ft-28,,0.105054,6.129188848665526e-06
213774,finetune,ft-28,,0.105007,6.134775433122556e-06
213824,finetune,ft-28,,0.105112,6.1403605665239195e-06
213874,finetune,ft-28,,0.105122,6.145944241398614e-06
213924,finetune,ft-28,,0.105068,6.151526450277626e-06
213974,finetune,ft-28,,0.105066,6.157107185693874e-06
214024,finetune,ft-28,,0.105073,6.162686440182261e-06
214074,finetune,ft-28,,0.104929,6.168264206279665e-06
214124,finetune,ft-28,,0.10513,6.173840476524961e-06
214174,finetune,ft-28,,0.105097,6.179415243459023e-06
214224,finetune,ft-28,,0.105056,6.184988499624737e-06
214274,finetune,ft-28,,0.105013,6.190560237566986e-06
214324,finetune,ft-28,,0.10494,6.196130449832724e-06
214374,finetune,ft-28,,0.10491,6.201699128970927e-06
214424,finetune,ft-28,,0.10483,6.207266267532616e-06
214474,finetune,ft-28,,0.104893,6.2128318580708825e-06
214524,finetune,ft-28,,0.104994,6.218395893140873e-06
214574,finetune,ft-28,,0.104998,6.223958365299838e-06
214624,finetune,ft-28,,0.105014,6.2295192671071e-06
214674,finetune,ft-28,,0.104977,6.235078591124106e-06
214724,finetune,ft-28,,0.104926,6.240636329914369e-06
214774,finetune,ft-28,,0.104941,6.246192476043571e-06
214824,finetune,ft-28,,0.10501,6.251747022079492e-06
214874,finetune,ft-28,,0.104995,6.257299960592071e-06
214924,finetune,ft-28,,0.105078,6.262851284153388e-06
214974,finetune,ft-28,,0.105055,6.26840098533769e-06
215024,finetune,ft-28,,0.105051,6.2739490567213776e-06
215074,finetune,ft-28,,0.105026,6.279495490883052e-06
215124,finetune,ft-28,,0.104985,6.285040280403498e-06
215174,finetune,ft-28,,0.104998,6.290583417865693e-06
215224,finetune,ft-28,,0.105016,6.2961248958548315e-06
215274,finetune,ft-28,,0.105004,6.301664706958322e-06
215324,finetune,ft-28,,0.105002,6.307202843765816e-06
215374,finetune,ft-28,,0.104935,6.312739298869176e-06
215424,finetune,ft-28,,0.104917,6.31827406486256e-06
215474,finetune,ft-28,,0.104872,6.323807134342337e-06
215524,finetune,ft-28,,0.104886,6.329338499907172e-06
215574,finetune,ft-28,,0.104931,6.334868154158003e-06
215624,finetune,ft-28,,0.104964,6.34039608969807e-06
215674,finetune,ft-28,,0.105007,6.345922299132901e-06
215724,finetune,ft-28,,0.105027,6.35144677507032e-06
215774,finetune,ft-28,,0.104987,6.356969510120486e-06
215824,finetune,ft-28,,0.104991,6.362490496895886e-06
215874,finetune,ft-28,,0.104983,6.368009728011343e-06
215924,finetune,ft-28,,0.104971,6.37352719608402e-06
215974,finetune,ft-28,,0.104971,6.379042893733451e-06
216024,finetune,ft-28,,0.104999,6.384556813581529e-06
216074,finetune,ft-28,,0.104962,6.390068948252541e-06
216124,finetune,ft-28,,0.104986,6.3955792903731445e-06
